"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","场景分类","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例","执行方式","合入阶段","执行人","责任人","自动化-是否已实现"
"1653159","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/右键菜单标签页(#116127)","","插入远程标签标题格式功能","已连接远程管理","1. 打开终端，标签页点击鼠标右键
2. 点击插入按钮，选择用户名%u 、用户名@  %U、远程主机（短）%h、会话编号 %#、shell设定的窗口标题 %w
3. 点击确定按钮
4. 点击取消按钮
5. 清空标签标题格式内容，点击确定
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 弹出重命名标签页弹框，远程标签标题格式输入框内容默认全选，标签标题格式与设置中一致
2. 标签标题格式输入框显示选择插入的格式
3. 重命名标签显示与选择的一致
4. 重命名标签保持不变
5. 标签标题显示为Terminal","1. 
2. 
3. 
4. 
5.","1040一期需求、自动化","1","功能测试","","功能测试阶段","正常","0","5","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653153","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/右键菜单标签页(#116127)","","鼠标指针在标签页上，点击鼠标中键","","1. 打开终端，鼠标指针指在标签页，点击鼠标中键
2. 再次打开终端，点击“+”按钮新建多个标签页，鼠标指针指在未获得焦点的标签页，点击鼠标中键
3. 终端窗口中做横向分屏纵向分屏操作，鼠标指针指在分屏窗口标签页处，点击鼠标中键","1. 终端窗口被关闭
2. 当前标签页被关闭
3. 当前分屏标签页窗口被关闭","1. 
2. 
3.","1040四期需求","2","功能测试","","功能测试阶段","正常","0","2","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653149","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","服务器窗口","","1. 打开终端，在终端中点击右键，查看是否有远程管理显示
2. 在终端的右键菜单中点击远程管理，查看软件显示
3. 打开终端后点击右上角的主菜单-远程管理，查看软件显示
4. 软件弹出添加远程服务器窗口后，点击除添加窗口外软件其他的地方
5. 打开终端使用快捷键alt+del查看软件显示
6. 软件已经弹出远程服务器窗口，使用快捷键alt+del，查看软件显示
7. 在弹出添加服务器窗口后，点击添加服务器按钮，查看软件显示
8. 在弹出添加服务器窗口后，点击右上角的x，查看窗口显示
9. 在弹出添加服务器窗口后，按ESC键，查看窗口显示","1. 有远程管理菜单显示
2. 软件的右侧会自动弹出窗口显示可以添加远程服务器
3. 软件的右侧会自动弹出窗口显示可以添加远程服务器
4. 添加远程服务器窗口会自动收回
5. 软件会自动弹出添加远程服务器窗口
6. 添加远程服务窗口会自动退出
7. 软件会自动弹出添加服务器窗口
8. 窗口会自动关闭
9. 窗口会自动关闭","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","自动化","2","功能测试","","功能测试阶段","正常","0","3","9","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653147","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","搜索服务器","","1. 打开服务器列表，查看是否有搜索按钮
2. 点击搜索按钮后，查看软件显示
3. 在输入框中输入字符：特殊字符，然后点击回车
4. 在搜索输入框中输入服务器的名称，点击回车
5. 在搜索输入框中输入服务器的ip地址，点击回车
6. 在搜索输入框中输入分组名称，点击回车
7. 在搜索输入框中输入字符后，点击后面的删除按钮
8. 搜索是模糊匹配的，只要服务器名称、ｉｐ地址、分组　任何一项匹配，都会显示出来","1. 有搜索按钮显示
2. 点击搜索按钮后，会自动进入搜索输入框，可输入字符
3. 搜索列表显示为空
4. 软件会自动匹配服务器名称，并将其显示
5. 软件会自动匹配服务器的ip地址，并将其显示
6. 软件会自动匹配分组，并将分组内的服务器全部显示
7. 软件会自动清空输入的字符
8. 操作成功","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","25","8","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653145","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","服务器分组","","1. 在添加服务器时填写一个新的分组，查看服务器列表显示
2. 在添加服务器时填写一个已经存在的分组，查看服务器列表显示
3. 在修改服务器时填写一个新组，查看服务器列表显示
4. 在修改服务器时填写一个已存在组，查看服务器列表显示
5. 在修改服务器时，将一个组中的服务器修改到另一个组中，查看服务器列表显示
6. 假如当前分组只有一个服务器，然后删除分组、修改分组、删除该服务器，查看分组显示
7. 在新增和修改分组时，查看分组服务器数量显示","1. 软件会自动创建一个新组，并将该服务器添加到该组中
2. 软件会自动将该服务器添加到以存在的分组中
3. 软件会自动创建一个新组，并将该服务器添加到该组中
4. 软件会自动将该服务器添加到以存在的分组中
5. 该服务器会从当前服务器消失，并跳转到另一个服务器中
6. 组中没有服务器时，该分组会自动删除
7. 服务器数量显示正确","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","1","7","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653143","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","删除服务器","","1. 在服务器列表中任意选中一个，点击编辑按钮，查看软件显示
2. 在服务器对话框中点击高级选项，并点击删除服务器，查看软件显示
3. 在弹出的确认对话框中点击取消按钮，查看对话框显示
4. 在弹出的确认对话框中点击右上角的x按钮，查看对话框显示
5. 在弹出的确认对话框后按ESC键，查看对话框显示
6. 在弹出的确认对话框中按确认按钮，查看软件显示","1. 软件会自动弹出编辑服务器窗口
2. 软件会弹出确认对话框：确认删除服务器？
3. 对话框会自动消失
4. 对话框会自动消失
5. 对话框会自动消失
6. 软件会自动从服务器列表中删除该服务器","1. 
2. 
3. 
4. 
5. 
6.","自动化","2","功能测试","","功能测试阶段","正常","0","3","6","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653141","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","编辑服务器","","1. 在服务器列表中任意选中一个，点击编辑按钮，查看软件显示
2. 在编辑服务器窗口中，修改服务器名称，点击保存按钮
3. 在编辑服务器窗口中，修改地址或端口，点击保存按钮
4. 在编辑服务器窗口中，修改用户名和密码，点击保存按钮
5. 在编辑服务器窗口中，修改分组，点击保存按钮
6. 在编辑服务器窗口中，修改路径和命令，点击保存按钮
7. 在编辑服务器窗口中，修改编码、退格键、删除键，点击保存按钮","1. 软件会自动弹出编辑服务器窗口
2. 修改服务器名称成功
3. 修改地址和端口成功
4. 修改用户名成功
5. 修改分组成功
6. 修改路径和命令成功
7. 修改编码、退格键、删除键成功","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","3","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653139","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","错误密码","","1. 在添加服务器的过程中填写错误的服务器密码，然后连接服务器
2. 在登陆失败后，重新输入正确的密码，查看登陆显示","1. 在服务器连接的过程中，会尝试登陆，但会失败，需要重新输入密码
2. 登陆成功，且可以进行操作","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653137","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","未填写密码","","1. 在添加服务器的过程中没有填写服务器密码，然后连接服务器
2. 服务器连接成功后，输入正确的密码，查看登陆显示","1. 服务器连接成功，但需要输入密码才能登陆
2. 登陆成功，可以在服务器上进行相关操作","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653135","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","正确连接","","1. 在添加服务器界面填写正确的地址、端口、用户名，然后连接服务器
2. 在服务器列表中添加相同的服务器，查看服务器列表显示
3. 在服务器列表中添加服务器名称不同，但地址、用户名、端口都一样，查看服务器列表显示","1. 可以连接成功
2. 界面提示“该服务器名已存在,请重新输入”
3. 显示名称不同的服务器名称","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653133","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","连接服务器后操作","","1. 打开终端进入远程管理服务器，选择一个远程服务器
2. 当前窗口有程序运行，选择一个服务器连接
3. 当前窗口没有有程序运行，选择一个服务器连接
4. 在远程服务器中使用rz和sz命令做上传文件和下载文件操作","1. 会自动连接上服务器
2. 在新标签中连接远程服务器
3. 在当前窗口中连接远程服务器
4. 如果远程服务器没有这命令自动打印一段提示信息（用户使用右键上传和下载功能之前，服务器是要安装sz和rz命令）","1. 
2. 
3. 
4.","自动化","2","功能测试","","功能测试阶段","正常","0","5","4","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1653131","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","错误连接","","1. 在添加服务器界面中填写错误的地址，然后连接服务器
2. 在添加服务器界面中填写错误的用户名，然后连接服务器
3. 在添加服务器界面中填写错误的端口，然后连接服务器
4. 在添加服务器界面中填写错误的端口和地址，然后连接服务器
5. 在添加服务器界面中填写错误的端口和用户名，然后连接服务器
6. 在添加服务器界面中填写错误的端口、地址和用户名，然后连接服务器
7. 在添加服务器界面中填写错误的路径，然后连接服务器
8. 在添加服务器界面中填写错误的命令，然后连接服务器
9. 在服务器没有安装ssh服务时，填写正确的数据，并连接服务器","1. 连接服务器会失败
2. 连接服务器会失败
3. 连接服务器会失败
4. 连接服务器会失败
5. 连接服务器会失败
6. 连接服务器会失败
7. 连接服务器会失败
8. 连接服务器会失败
9. 连接服务器会失败","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","自动化","2","功能测试","","功能测试阶段","正常","0","3","9","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653129","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","远程管理面板自动隐藏","","1. 打开终端，进入到远程管理面板
2. 使用鼠标点击选中上面、下面、左面、右面拖动改变窗口大小
3. 鼠标点击远程管理面板旁边的终端区域","1. 
2. 远程管理面板自动隐藏
3. 远程管理面板自动隐藏","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653127","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","上传文件","","1. 在终端远程管理面板，选择一个服务器登录
2. 在终端界面点击右键
3. 选择上传文件选项
4. 选择需要上传的文件
5. 点击上传","1. 服务器登录成功
2. 弹出菜单栏
3. 弹出选择文件窗口
4. 文件可以选择
5. 文件被上传到服务器","1. 
2. 
3. 
4. 
5.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","2","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653123","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","必填项","","1. 在添加服务器界面中只填写服务器名，点击添加按钮，查看软件显示
2. 在添加服务器界面中只填写地址，点击添加按钮，查看软件显示
3. 在添加服务器界面中只填写用户名，点击添加按钮，查看软件显示
4. 在添加服务器界面中只填写服务器名和地址，点击添加按钮，查看软件显示
5. 在添加服务器界面中只填写服务器名和用户名，点击添加按钮，查看软件显示
6. 在添加服务器界面中只填写地址和用户名，点击添加按钮，查看软件显示
7. 在添加服务器界面中填写服务器名、地址和用户名，点击添加按钮，查看软件显示","1. 软件不会添加服务器到服务器列表中
2. 软件不会添加服务器到服务器列表中
3. 软件不会添加服务器到服务器列表中
4. 软件不会添加服务器到服务器列表中
5. 软件不会添加服务器到服务器列表中
6. 软件不会添加服务器到服务器列表中
7. 添加服务器成功，并自动保存到服务器列表中","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","4","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653121","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","[014]添加按钮","","1. 终端右键-远程服务器
2. 查看添加按钮","1. 弹出窗口， 右侧远程管理界面下方显示添加服务器和添加分组

2. 按钮中部文字分别显示添加服务器和添加分组","1. 
2.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","18","2","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","2","","","","游伟","","是",""
"1653111","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","删除键","","1. 在添加服务器对话框中选中删除键选择对话框，查看软件显示
2. 在下拉菜单中依次选中选项，查看软件显示","1. 软件会自动弹出下拉菜单，并显示出所有的菜单选项
2. 菜单选项可以正常被选中","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653109","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","退格键","","1. 在添加服务器对话框中选中退格键选择对话框，查看软件显示
2. 在下拉菜单中依次选中选项，查看软件显示","1. 软件会自动弹出下拉菜单，并显示出所有的菜单选项
2. 菜单选项可以正常被选中","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","4","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653107","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","编码","","1. 在添加服务器对话框中选中编码选择对话框，查看软件显示
2. 在下拉菜单中依次选中编码，查看软件显示","1. 软件会自动弹出下拉菜单，并显示出所有的编码
2. 编码可以正常被选中","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653105","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","命令","","1. 在添加服务器窗口的命令输入框中输入：阿里快圣诞节，查看软件显示
2. 在添加服务器窗口的命令输入框中输入：asdfkad，查看软件显示
3. 在添加服务器窗口的命令输入框中输入：adkj!@#，查看软件显示
4. 在添加服务器窗口的命令输入框中输入：超长字符，查看软件显示
5. 在添加服务器窗口的命令输入框中输入：特殊字符，查看软件显示
6. 在命令输入错误后，连接服务器时，查看软件显示
7. 在命令输入正确后如:ls，连接服务器时，查看软件显示","1. 可以正常输入，并显示正确
2. 可以正常输入，并显示正确
3. 可以正常输入，并显示正确
4. 可以正常输入，并显示正确
5. 可以正常输入，并显示正确
6. 软件连接不上
7. 连接服务器成功后，并直接输出命令ls　","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","3","7","通过","熊能","2024-07-19","胡诗敏","2026-01-29","1","","","","游伟","","",""
"1653103","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","路径","","1. 在添加服务器窗口的路径输入框中输入：阿里快圣诞节，查看软件显示
2. 在添加服务器窗口的路径输入框中输入：asdfkad，查看软件显示
3. 在添加服务器窗口的路径输入框中输入：adkj!@#，查看软件显示
4. 在添加服务器窗口的路径输入框中输入：超长字符，查看软件显示
5. 在添加服务器窗口的路径输入框中输入：特殊字符，查看软件显示
6. 在路径中输入错误的路径后，然后连接服务器时，查看软件显示
7. 在路径中输入正确的路径后如：/home，然后连接服务器时，查看软件显示","1. 可以正常输入，并显示正确
2. 可以正常输入，并显示正确
3. 可以正常输入，并显示正确
4. 可以正常输入，并显示正确
5. 可以正常输入，并显示正确
6. 路径识别错误，不会进行跳转
7. 路径识别正确，服务器登陆成功后并自动跳转到/home目录","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","3","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653101","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","分组","","1. 在添加服务器对话框中点击高级选项，查看对话框显示
2. 在添加服务器窗口的分组输入框中输入：阿里快圣诞节，查看软件显示
3. 在添加服务器窗口的分组输入框中输入：asdfkad，查看软件显示
4. 在添加服务器窗口的分组输入框中输入：adkj!@#，查看软件显示
5. 在添加服务器窗口的分组输入框中输入：超长字符，查看软件显示
6. 在添加服务器窗口的分组输入框中输入：特殊字符，查看软件显示
7. 假如当前软件中没有任何分组，然后新建一个分组，查看软件显示
8. 假如当前软件中已经有分组，然后填写一个已经存在的分组名，查看软件显示","1. 窗口会自动向下展开，并显示高级选项
2. 可以正常输入，并显示正确
3. 可以正常输入，并显示正确
4. 可以正常输入，并显示正确
5. 可以正常输入，并显示正确
6. 可以正常输入，并显示正确
7. 软件会新建一个分组，并将当前的服务器添加到该分组中
8. 软件会将当前的服务器添加到该分组中","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","自动化","2","功能测试","","功能测试阶段","正常","1","9","8","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653099","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","用户名密码","","1. 在添加服务器窗口的用户名输入框中输入：阿里快圣诞节，查看软件显示
2. 在添加服务器窗口的用户名输入框中输入：asdfkad，查看软件显示
3. 在添加服务器窗口的用户名输入框中输入：adkj!@#，查看软件显示
4. 在添加服务器窗口的用户名输入框中输入：超长字符，查看软件显示
5. 在添加服务器窗口的用户名输入框中输入：特殊字符，查看软件显示
6. 在添加服务器窗口的密码输入框中输入：阿里快圣诞节，查看软件显示
7. 在添加服务器窗口的密码输入框中输入：asdfkad，查看软件显示
8. 在添加服务器窗口的密码输入框中输入：adjk!@#，查看软件显示
9. 在密码输入框后面有一个显示密码按钮，点击一下，查看密码显示","1. 可以正常输入，并显示正确
2. 可以正常输入，并显示正确
3. 可以正常输入，并显示正确
4. 可以正常输入，并显示正确
5. 可以正常输入，并显示正确
6. 不能输入汉字
7. 可以正输入，以加密方式显示
8. 可以正常输入，以加密方式显示
9. 密码会以明文方式显示","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","自动化","2","功能测试","","功能测试阶段","正常","0","3","9","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653097","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","地址和端口","","1. 在添加服务器窗口的地址输入框中输入：阿里快圣诞节，查看软件显示
2. 在添加服务器窗口的地址输入框中输入：asdfkad，查看软件显示
3. 在添加服务器窗口的地址输入框中输入：adkj!@#，查看软件显示
4. 在添加服务器窗口的地址输入框中输入：超长字符，查看软件显示
5. 在添加服务器窗口的地址输入框中输入：特殊字符，查看软件显示
6. 在端口输入框中输入：上课，查看软件显示
7. 在端口输入框中输入：ak47，查看软件显示
8. 在端口输入框中输入：2222，查看软件显示","1. 可以正常输入，并显示正确
2. 可以正常输入，并显示正确
3. 可以正常输入，并显示正确
4. 可以正常输入，并显示正确
5. 可以正常输入，并显示正确
6. 软件会给出提示信息：此处只能输入数字
7. 软件会给出提示信息：此处只能输入数字
8. 可以正常输入，并显示正确","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","自动化","2","功能测试","","功能测试阶段","正常","0","3","8","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653095","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","服务器名称","","1. 在弹出添加服务器窗口后，直接点击取消按钮，查看软件显示
2. 再弹出添加服务器窗口后，直接点击添加按钮，查看软件显示
3. 在弹出添加服务器窗口后，点击右上角的&times;按钮，查看软件显示
4. 在弹出添加服务器窗口后，按ESC键，查看软件显示
5. 在添加服务器窗口的服务器名输入框中输入：阿里快圣诞节，查看软件显示
6. 在添加服务器窗口的服务器名输入框中输入：asdfkad，查看软件显示
7. 在添加服务器窗口的服务器名输入框中输入：adkj!@#，查看软件显示
8. 在添加服务器窗口的服务器名输入框中输入：超长字符，查看软件显示
9. 在添加服务器窗口的服务器名输入框中输入：特殊字符，查看软件显示","1. 添加服务器窗口会自动退出
2. 添加服务器窗口会自动退出
3. 添加服务器窗口会自动退出
4. 添加服务器窗口会自动退出
5. 可以正常输入，并显示正确
6. 可以正常输入，并显示正确
7. 可以正常输入，并显示正确
8. 可以正常输入，超过窗口宽度在服务器列表中以....显示
9. 可以正常输入，并显示正确","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","自动化","2","功能测试","","功能测试阶段","正常","0","4","9","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653087","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","终端标签名称","","1. 打开终端，在终端中添加服务器，然后连接服务器，查看终端标签显示
2. 连接服务器成功后，输入exit/键盘按ctrl+d，退出服务器连接，查看标签显示","1. 终端标签会显示连接服务器的名称
2. 标签显示会退回到当前目录的名称","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653075","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","插入不同类型远程标签标题功能","连接远程管理","1. 打开终端，进入设置基础设置下远程标签标题格式
2. 点击插入按钮，选择插入格式，用户名%u 、用户名@  %U、远程主机（短）%h、会话编号 %#、shell设定的窗口标题 %w
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 默认格式%U%h；例：dzw@10.4.11.35
2. 编辑框中显示加入的插入选项；标签标题格式显示与选择的一致","1. 
2.","1040一期需求、自动化","1","功能测试","","功能测试阶段","正常","0","6","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653073","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","连接服务器后拖拽文件上传","远程管理列表存在一个有效的服务器地址","1. 打开终端，进入远程管理，连接远程服务器
2. 选择一个文件拖拽到远程当前路径所在位置
3. 上传文件过程中网络中断或手动断开服务器
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 远程服务器连接成功
2. 上传成功，返回提示信息
3. 上传文件失败","1. 
2. 
3.","1040一期需求、自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653069","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/远程管理器(#116129)","","连接远程管理，终端上不显示expect命令","","1. 在添加服务器界面填写正确的地址、端口、用户名，然后连接服务器
2. 查看终端界面内容显示","1. 连接成功
2. 终端上不显示expect命令，防止暴露远程主机密码信息","1. 
2.","1040","2","功能测试","","功能测试阶段","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653065","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","[011]新建工作区","","1. 打开终端，点击工作区标签旁+按钮
2. 使用快捷键新建：ctrl+shift+t","1. 添加新的工作区
2. 添加新的工作区","1. 
2.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","16","2","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","3","","","","游伟","","是",""
"1653063","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","标签页消息提醒","","1. 打开终端，新建多个标签页，选中其中一个标签页，检查各个标签页名称显示
2. 在其中一个标签页执行命令，然后切换到其他标签页，等到命令完成
3. 此时点击标签页","1. 被选中的标签页高亮显示；
2. 执行完成之后的标签页颜色会变色，高亮显示，提醒其他标签页任务已经完成
3. 标签页自动消除标签上的提醒色","1. 
2. 
3.","通用、自动化","2","功能测试","","功能测试阶段","正常","1","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653059","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","[012]窗口横向分屏","","1. 打开终端，右键菜单选择横向分屏
2. 快捷键Ctrl+Shift+h","1. 工作区窗口横向分屏显示
2. 工作区窗口横向分屏显示","1. 
2.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","16","2","通过","熊能","2024-07-19","Bot-Helper","2026-04-28","1","","","","陈依","","是",""
"1653057","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","[013]窗口纵向分屏","","1. 打开终端，右键菜单选择纵向分屏
2. 快捷键Ctrl+Shift+j","1. 工作区窗口纵向分屏显示
2. 工作区窗口纵向分屏显示","1. 
2.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","12","2","通过","熊能","2024-07-19","Bot-Helper","2026-04-28","1","","","","陈依","","是",""
"1653055","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","窗口选择","","1. 打开终端，右键菜单做横向、纵向分屏操作
2. 鼠标点击分别选中左面、右面、上面、下面窗口拖动
3. 快捷键Alt+Up、Alt+Down、Alt+Left、Alt+Right","1. 分屏窗口显示正常
2. 工作区窗口能够被选中
3. 工作区窗口能够被选中","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653051","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","滚动条显示","","1. 打开终端，检查内容够屏幕显示时，是否有滚动条
2. 修改窗口宽度，让终端输出一长串内容，检查是否有横向滚动条
3. 修改窗口高度：减小高度，终端输出一段内容，检查是否有纵向滚动条
4. 增加窗口高度，终端内容够显示完整，检查是否有滚动条
5. 再次缩小窗口高度
6. 鼠标移动到右侧的滚动条
7. 使用shift+pageup/pagedown","1. 没有显示滚动条
2. 没有横向滚动条
3. 出现纵向滚动条
4. 滚动条不会显示
5. 滚动条出现
6. 滚动条放大
7. 可以上下滚动屏幕","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","3","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
